0,0,22:55:47,-31.42333,95,149.177887
0,1,22:56:17,-31.418671,95,149.183777
0,2,22:56:47,-31.416109,95,149.191315
0,3,22:57:17,-31.416451,95,149.199692
0,4,22:57:47,-31.416321,95,149.208435
0,5,22:58:15,-31.420219,95,149.215134
0,6,22:58:17,-31.42046,95,149.215454
0,7,22:58:37,-31.42248,95,149.220245
0,8,22:58:47,-31.421009,95,149.222366
0,9,22:59:17,-31.415649,95,149.227463
0,10,22:59:47,-31.412571,95,149.234924
0,11,23:00:17,-31.408939,95,149.242142
0,12,23:00:47,-31.402929,95,149.247528
0,13,23:01:00,-31.40028,95,149.249329
0,14,23:01:17,-31.3962,95,149.250015
0,15,23:01:47,-31.38942,95,149.253052
0,16,23:02:17,-31.38389,95,149.258743
0,17,23:02:47,-31.37981,95,149.263199
0,18,23:03:17,-31.37623,95,149.266113
0,19,23:03:47,-31.37076,95,149.270248
0,20,23:04:17,-31.368521,95,149.278565
0,21,23:04:47,-31.364349,95,149.284287
0,22,23:05:17,-31.36009,95,149.287949
0,23,23:05:47,-31.356939,95,149.290894
0,24,23:06:17,-31.353621,95,149.293976
0,25,23:06:47,-31.34796,95,149.296127
0,26,23:07:17,-31.340981,95,149.297333
0,27,23:07:47,-31.334299,95,149.300858
0,28,23:08:17,-31.328449,95,149.30545
0,29,23:08:47,-31.32305,95,149.308273
0,30,23:09:17,-31.319071,95,149.308334
0,31,23:09:30,-31.317329,95,149.307236
0,32,23:09:47,-31.315599,95,149.304306
0,33,23:10:17,-31.311529,95,149.298477
0,34,23:10:47,-31.304621,95,149.295837
0,35,23:11:17,-31.298771,95,149.293793
0,36,23:11:47,-31.29303,95,149.290009
0,37,23:12:17,-31.288971,60,149.287125
0,38,23:12:47,-31.28591,60,149.284927
0,39,23:13:17,-31.28326,40,149.283066
0,40,23:13:47,-31.280649,40,149.281204
0,41,23:14:17,-31.27787,40,149.27919
0,42,23:14:47,-31.275141,40,149.277969
0,43,23:15:17,-31.2735,40,149.277161
0,44,23:15:47,-31.27092,40,149.276276
0,45,23:16:17,-31.267269,40,149.276535
0,46,23:16:27,-31.266069,40,149.276932
0,47,23:16:42,-31.26548,40,149.279083
0,48,23:16:47,-31.265579,40,149.279785
0,49,23:17:14,-31.26408,60,149.283752
0,50,23:17:17,-31.26371,60,149.284058
0,51,23:17:47,-31.259501,60,149.285736
0,52,23:18:17,-31.25647,60,149.291596
0,53,23:18:47,-31.253389,95,149.297684
0,54,23:19:17,-31.249861,95,149.304535
0,55,23:19:47,-31.24667,95,149.311203
0,56,23:20:17,-31.24386,95,149.313187
0,57,23:20:47,-31.23958,95,149.313828
0,58,23:21:17,-31.23596,95,149.316116
0,59,23:21:47,-31.23266,95,149.318253
0,60,23:22:17,-31.227989,115,149.321091
0,61,23:22:47,-31.221451,115,149.32457
0,62,23:23:17,-31.215441,115,149.327728
0,63,23:23:47,-31.21006,115,149.330627
0,64,23:24:17,-31.205351,115,149.334778
0,65,23:24:47,-31.20146,115,149.341827
0,66,23:25:17,-31.197189,115,149.349152
0,67,23:25:47,-31.19087,115,149.35376
0,68,23:26:17,-31.18334,115,149.355042
0,69,23:26:47,-31.176041,115,149.357803
0,70,23:27:17,-31.16919,115,149.362076
0,71,23:27:47,-31.162399,115,149.366303
0,72,23:28:17,-31.1556,115,149.370178
0,73,23:28:47,-31.14838,115,149.373337
0,74,23:29:17,-31.1413,115,149.376389
0,75,23:29:47,-31.13422,115,149.378571
0,76,23:30:17,-31.126829,115,149.378006
0,77,23:30:47,-31.119301,115,149.377258
0,78,23:31:17,-31.11162,115,149.377365
0,79,23:31:47,-31.10478,115,149.380936
0,80,23:32:17,-31.097679,115,149.383316
0,81,23:32:47,-31.09008,115,149.38382
0,82,23:33:17,-31.083441,115,149.387024
0,83,23:33:47,-31.07612,115,149.390549
0,84,23:34:17,-31.068939,115,149.392242
0,85,23:34:47,-31.062,115,149.393875
0,86,23:35:17,-31.054211,115,149.39566
0,87,23:35:47,-31.046721,115,149.397385
0,88,23:36:17,-31.03923,115,149.398483
0,89,23:36:47,-31.033011,115,149.399277
0,90,23:37:17,-31.027691,115,149.400543
0,91,23:37:47,-31.020639,115,149.403305
0,92,23:38:17,-31.013969,115,149.406006
0,93,23:38:47,-31.0075,115,149.408432
0,94,23:39:17,-30.99995,115,149.410767
0,95,23:39:47,-30.9926,115,149.413528
0,96,23:40:17,-30.98542,115,149.416519
0,97,23:40:47,-30.977949,115,149.418823
0,98,23:41:17,-30.970329,115,149.418762
0,99,23:41:47,-30.964331,115,149.419113
0,100,23:42:17,-30.95818,115,149.420136
0,101,23:42:47,-30.9508,115,149.421372
0,102,23:43:17,-30.94331,115,149.422928
0,103,23:43:47,-30.93639,115,149.425995
0,104,23:44:17,-30.92993,115,149.429001
0,105,23:44:47,-30.922951,115,149.431915
0,106,23:45:17,-30.91559,115,149.434357
0,107,23:45:47,-30.90848,115,149.436707
0,108,23:46:17,-30.901331,115,149.439056
0,109,23:46:47,-30.893971,115,149.441376
0,110,23:47:17,-30.886709,115,149.443909
0,111,23:47:47,-30.87948,115,149.446747
0,112,23:48:17,-30.87229,115,149.449616
0,113,23:48:47,-30.86511,115,149.452469
0,114,23:49:17,-30.85791,115,149.455307
0,115,23:49:47,-30.850639,115,149.458176
0,116,23:50:17,-30.843981,115,149.461075
0,117,23:50:47,-30.837799,115,149.464401
0,118,23:51:17,-30.830919,115,149.468094
0,119,23:51:47,-30.824011,115,149.471817
0,120,23:52:17,-30.817289,115,149.475388
0,121,23:52:47,-30.811701,115,149.478287
0,122,23:53:17,-30.80501,115,149.481827
0,123,23:53:47,-30.79809,115,149.485565
0,124,23:54:17,-30.7908,115,149.489456
0,125,23:54:47,-30.78385,115,149.493164
0,126,23:55:17,-30.776831,115,149.496948
1,0,20:49:15,-32.426899,60,149.619507
1,1,20:49:44,-32.431358,60,149.620255
1,2,20:50:12,-32.435909,60,149.621124
